year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d47ba334423,ca,46.0,44267.0,black,black,fiserv/usb dealer services northstar exchange,41100.0,43500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d43ba336833,ca,28.0,38624.0,white,tan,fiserv/usb dealer services northstar exchange,42800.0,43000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d4xba716409,fl,39.0,32834.0,gray,black,jpmorgan chase bank n.a.,37800.0,36600.0,Tue Feb 10 2015 04:15:00 GMT-0800 (PST)
2011,Land Rover,LR4,V8,SUV,automatic,salag2d46ba573001,fl,43.0,41317.0,brown,tan,far south auto inc,34200.0,34000.0,Wed Jan 07 2015 08:15:00 GMT-0800 (PST)
2011,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a23bla05965,ca,36.0,49924.0,black,black,high bid trading co inc,34100.0,35250.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2011,Porsche,Cayenne,S,SUV,automatic,wp1ab2a28bla42474,fl,41.0,71804.0,white,tan,andrew thomas motorcars,37000.0,37400.0,Thu Jan 08 2015 09:45:00 GMT-0800 (PST)
2011,Porsche,Panamera,4S,Sedan,automatic,wp0ab2a70bl062232,pa,44.0,21466.0,blue,beige,enterprise veh exchange/rental,57600.0,56750.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf25469a209743,tx,45.0,96239.0,gray,black,remarketing by ge/five star autoplex,19350.0,20200.0,Thu Jan 08 2015 03:00:00 GMT-0800 (PST)
2009,Maserati,Quattroporte,S,Sedan,automatic,zamjk39ax90046651,pa,29.0,24271.0,silver,brown,ferrari of ft lauderdale,40900.0,39500.0,Fri Jan 09 2015 09:15:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25408a185630,ca,32.0,101361.0,black,black,mercedes benz of temecula,18150.0,16500.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13428a295749,fl,37.0,36749.0,black,black,palm beach motor cars,30300.0,28500.0,Thu Jan 08 2015 01:15:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25488a128429,mn,42.0,123717.0,gray,black,bmw of minnetonka,16700.0,16600.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfp24n48h028168,nc,35.0,83128.0,black,tan,primeritus remarketing / chesterfield impor,7825.0,8600.0,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfs24n98h051783,nc,25.0,90996.0,black,tan,hendrick acura,8600.0,8400.0,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13438a265854,mn,44.0,92123.0,silver,gray,land rover minneapolis,21600.0,20330.0,Thu Jan 08 2015 10:45:00 GMT-0800 (PST)
2006,Maserati,Quattroporte,Base,Sedan,automatic,zamce39a460025306,ca,21.0,92456.0,silver,black,newport coast auto com,17150.0,15500.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2006,Porsche,Cayenne,Base,SUV,automatic,wp1aa29p56la24197,pa,27.0,95211.0,red,brown,burkhart bros performance center inc,10800.0,8800.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2006,Porsche,Cayenne,Turbo,SUV,automatic,wp1ac29p86la90558,ca,42.0,131838.0,silver,gray,hoehn motors inc,11100.0,11500.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2005,Porsche,Boxster,S,Convertible,manual,wp0cb29895u730095,nv,31.0,116040.0,blue,beige,kapitolia auto llc,12550.0,11800.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
2004,Porsche,Cayenne,S,SUV,automatic,wp1ab29p64la77016,ca,35.0,130344.0,gray,black,phillips auto brokerage,7725.0,9800.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2004,Porsche,Cayenne,S,SUV,automatic,wp1ab29p44la77189,tx,27.0,106607.0,gray,black,shamaley buick gmc,8700.0,6800.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2003,Porsche,Boxster,S,Convertible,manual,wp0cb29843u661751,ga,28.0,77470.0,silver,black,carworks inc,11100.0,11500.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2000,Land Rover,Range Rover,4.6 Vitesse,SUV,automatic,salpv1645ya438317,ca,27.0,124723.0,black,beige,aaero sweet company,1125.0,2500.0,Wed Jan 07 2015 11:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salwr2tf3ea363334,tx,5.0,15571.0,black,black,music city autoplex llc,75000.0,87000.0,Wed Jan 07 2015 10:20:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d47da761746,ca,44.0,59360.0,white,black,fratelli investment group,47000.0,46250.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE,SUV,automatic,salag2d41da658699,tx,39.0,28014.0,black,black,gunn infiniti ltd,47300.0,46700.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salme1d43ca377919,pa,43.0,18807.0,silver,black,adcock brothers inc,50200.0,52250.0,Thu Jan 08 2015 09:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvp2bg2ch684622,pa,37.0,21667.0,white,tan,ford-lincoln dealer program,36000.0,33900.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a77cl016336,fl,32.0,32390.0,black,beige,braman motorcars,49600.0,50900.0,Thu Jan 08 2015 09:40:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d48ba279747,pa,47.0,60995.0,brown,beige,tsj auto brokers inc,32200.0,32500.0,Fri Jan 16 2015 01:15:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d42ba332756,wi,2.0,43420.0,black,black,jpmorgan chase bank n.a.,41400.0,35750.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2009,Land Rover,LR2,HSE,SUV,automatic,salfr24n59h125729,nj,29.0,91796.0,black,tan,autolenders liquidation center,11300.0,8800.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfp24n78h047913,nc,42.0,95482.0,black,tan,fleet lease remarketing,7475.0,7800.0,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,LR2,HSE,SUV,automatic,salft24n18h056005,nj,38.0,101022.0,white,beige,autolenders liquidation center,8800.0,8200.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2007,Porsche,Cayman,Base,Coupe,manual,wp0aa29847u761199,fl,24.0,54001.0,red,gold,santander consumer,17100.0,11700.0,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53wx6c034985,pa,42.0,75432.0,black,black,adcock brothers inc,51400.0,52000.0,Thu Jan 08 2015 09:00:00 GMT-0800 (PST)
2004,Bentley,Continental GT,Base,Coupe,automatic,scbcr63w44c021298,tx,2.0,93803.0,black,tan,remarketing by ge/first fidelity investments,35400.0,37750.0,Thu Jan 08 2015 03:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d47ca729308,ca,42.0,45130.0,brown,tan,jpmorgan chase bank n.a.,42300.0,43000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d46ca717795,ca,49.0,65000.0,silver,black,jpmorgan chase bank n.a.,36700.0,36500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salag2d48ca599293,ca,4.0,25621.0,blue,beige,jpmorgan chase bank n.a.,42700.0,45000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d49ca726975,ca,41.0,50517.0,white,beige,jpmorgan chase bank n.a.,40800.0,44000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d47ba331148,ca,37.0,60202.0,blue,beige,jpmorgan chase bank n.a.,36400.0,33000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d45ba295856,ca,37.0,51745.0,black,black,jpmorgan chase bank n.a.,33800.0,35000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d43ba295228,ca,42.0,24346.0,black,black,jpmorgan chase bank n.a.,39100.0,43000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d48ba712192,ca,5.0,35441.0,black,beige,jpmorgan chase bank n.a.,37800.0,42500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d44ba354874,ca,49.0,45623.0,white,black,jpmorgan chase bank n.a.,37700.0,41500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d49ba283052,ca,33.0,53776.0,white,gray,jpmorgan chase bank n.a.,33800.0,30000.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d44ba354499,ca,25.0,37018.0,black,black,land rover north america llc,39800.0,29000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d46ba702619,ca,28.0,30003.0,black,black,jpmorgan chase bank n.a.,38100.0,33500.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d49ba711699,ca,41.0,32035.0,black,black,land rover north america llc,37700.0,31500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d41ba354895,ca,42.0,48992.0,white,tan,jpmorgan chase bank n.a.,36900.0,40000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d43ba360004,ca,38.0,33636.0,black,tan,jpmorgan chase bank n.a.,40600.0,42500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d41ba352237,ca,32.0,19925.0,green,tan,jpmorgan chase bank n.a.,48300.0,49500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d45ba709304,ca,5.0,53392.0,gray,black,land rover north america llc,33800.0,25500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2010,Porsche,Cayenne,GTS,SUV,automatic,wp1ad2ap5ala60452,az,45.0,49576.0,silver,gray,plaza motors inc,40500.0,39500.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2009,Porsche,Boxster,Base,Convertible,automatic,wp0ca29839u710336,il,46.0,11256.0,red,tan,gurley leep motor werks inc,29000.0,27000.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2002,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpm16412a464844,md,2.0,119412.0,yellow,gray,darcars imports inc,1750.0,2400.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2015,Porsche,Macan,S,SUV,automatic,wp1ab2a55flb50597,pa,47.0,13334.0,black,black,porsche of the main line,61000.0,55000.0,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
2014,Land Rover,LR4,XXV,SUV,automatic,salak2v60ea719864,ca,5.0,3727.0,gray,beige,land rover north america llc,65000.0,64500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,HSE,SUV,automatic,salgs2vf0ea125964,ca,48.0,6184.0,red,gray,land rover north america llc,90000.0,97000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Autobiography,SUV,automatic,salgv2efxea127308,ca,5.0,10040.0,silver,gray,land rover north america llc,121000.0,127000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged LWB,SUV,automatic,salgs3tf5ea155907,ca,5.0,6814.0,white,tan,land rover north america llc,106000.0,115000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged LWB,SUV,automatic,salgs3tf7ea156833,ca,5.0,3910.0,beige,brown,land rover north america llc,107000.0,112000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged LWB,SUV,automatic,salgs3tf8ea155433,ca,5.0,6975.0,blue,beige,land rover north america llc,106000.0,109000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Supercharged LWB,SUV,automatic,salgs3tf3ea155307,ca,5.0,6366.0,burgundy,beige,land rover north america llc,106000.0,113000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,S,SUV,automatic,wp1ab2a29dla84509,pa,41.0,41987.0,gray,black,r hollenshead auto sales inc,56200.0,55000.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salak2d4xca621003,pa,46.0,73499.0,black,black,manheim imports,37300.0,31500.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a73cl017208,ca,41.0,51250.0,blue,beige,porsche financial services,47300.0,46500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a76cl014593,ca,49.0,22642.0,blue,gray,porsche financial services,53000.0,55250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a74cl016035,ca,34.0,30518.0,white,beige,porsche financial services,51300.0,53250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a79cl012031,ca,36.0,40151.0,black,black,porsche financial services,49100.0,48000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,S,Sedan,automatic,wp0ab2a74cl060825,ca,42.0,26319.0,white,brown,porsche financial services,59400.0,61500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a76cl013833,ca,46.0,28990.0,blue,black,porsche financial services,51600.0,52500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a77cl014022,ca,36.0,27516.0,silver,black,porsche financial services,50200.0,52750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4S,Sedan,automatic,wp0ab2a72cl060631,ca,42.0,28716.0,black,tan,porsche financial services,59500.0,60250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4S,Sedan,automatic,wp0ab2a75cl060414,ca,36.0,22156.0,burgundy,black,porsche financial services,61000.0,59000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a22cla04288,ca,44.0,35301.0,white,beige,porsche financial services,40600.0,39000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a79cl012725,ca,44.0,23581.0,gold,beige,porsche financial services,52800.0,53000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,S,Sedan,automatic,wp0ab2a75cl062020,ca,46.0,29804.0,black,black,richard j bartlett jr enterprises,58400.0,60500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,S,Sedan,automatic,wp0ab2a72cl061195,ca,46.0,33516.0,black,black,porsche financial services,57200.0,58250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,911,Carrera S (Midyear Redesign),Coupe,automatic,wp0ab2a98cs121682,ca,43.0,6762.0,white,black,porsche financial services,77000.0,78250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a74cl073433,ca,42.0,36010.0,black,tan,porsche financial services,49100.0,52250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d43ba700889,pa,41.0,90707.0,black,black,r hollenshead auto sales inc,30000.0,28200.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2011,Porsche,911,Carrera S,Convertible,manual,wp0cb2a97bs754763,ca,37.0,51085.0,black,brown,porsche financial services,54200.0,53750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,911,Carrera S,Convertible,automatic,wp0cb2a95bs755264,ca,27.0,21214.0,black,black,porsche financial services,66000.0,59000.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,911,Carrera 4S,Convertible,automatic,wp0cb2a95bs755099,ca,44.0,21195.0,white,brown,porsche cars north america,68000.0,60250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,Boxster,Base,Convertible,automatic,wp0ca2a88bs710734,ca,43.0,22495.0,red,black,porsche financial services,31300.0,28500.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a78bl020717,ca,25.0,30793.0,blue,gray,porsche financial services,47000.0,43500.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Porsche,Boxster,Base,Convertible,manual,wp0ca2a85bu710193,ca,45.0,28588.0,silver,black,porsche financial services,30300.0,32000.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf1e4xaa311554,tn,44.0,60653.0,black,gray,wholesale inc # 2,40000.0,40000.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d41aa238170,tx,49.0,52775.0,brown,gray,jpmorgan chase bank n.a.,30900.0,31750.0,Wed Jan 14 2015 02:15:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25419a202212,mo,34.0,91495.0,burgundy,tan,ford-lincoln dealer program,19700.0,20100.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25489a190592,wi,41.0,78653.0,black,black,knauz continental autos inc,21400.0,19600.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2009,Land Rover,LR2,HSE,SUV,automatic,salft24n39h118635,ca,5.0,56186.0,gray,tan,land rover north america llc,14350.0,13500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25439a201661,tx,34.0,80121.0,white,black,jpmorgan chase bank n.a.,21200.0,20500.0,Wed Jan 14 2015 02:15:00 GMT-0800 (PST)
2009,Porsche,Cayenne,Base,SUV,automatic,wp1aa29px9la04712,ca,42.0,121101.0,silver,black,mckenna audi/mckenna bmw,14550.0,15600.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,LR2,HSE,SUV,automatic,salft24n38h067118,pa,34.0,71614.0,black,black,bobby rahal volvo jaguar land rover,11750.0,10600.0,Wed Feb 18 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13448a296076,il,3.0,85335.0,black,beige,gateway one lending & finance,21200.0,19000.0,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2008,Land Rover,LR3,V8 SE,SUV,automatic,salae25468a448447,md,4.0,104102.0,gray,beige,wells fargo dealer services,11250.0,11700.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23478a150018,tx,2.0,94177.0,white,tan,jpmorgan chase bank n.a.,19400.0,15700.0,Wed Jan 14 2015 02:15:00 GMT-0800 (PST)
2008,Porsche,Boxster,Base,Convertible,manual,wp0ca29818u711967,nc,48.0,20668.0,red,brown,primeritus remarketing/dwai,26200.0,26000.0,Mon Jan 12 2015 09:30:00 GMT-0800 (PST)
2008,Porsche,Cayenne,S,SUV,automatic,wp1ab29p38la41449,pa,26.0,75118.0,black,black,bobby rahal bmw of south hills,19950.0,20900.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2006,Porsche,Cayenne,S,SUV,automatic,wp1ab29p76la69347,pa,2.0,126226.0,blue,gray,credit acceptance corp/vrs/southfield,10250.0,7200.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2006,Porsche,Boxster,S,Convertible,manual,wp0cb29886u730087,pa,37.0,96673.0,black,brown,manheim imports,13850.0,16800.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2004,Porsche,Boxster,Base,Convertible,manual,wp0ca298x4u620531,nv,43.0,51063.0,silver,black,ken garff motors,11150.0,11100.0,Fri Jan 09 2015 11:45:00 GMT-0800 (PST)
2003,Porsche,Boxster,S,Convertible,automatic,wp0cb29853u661371,ca,36.0,66448.0,silver,black,specialized sales and leasing,12450.0,13600.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2002,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpm16452a465074,ga,29.0,133996.0,gray,beige,nalley lexus smyrna,1475.0,1700.0,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2002,Land Rover,Freelander,SE,SUV,automatic,salny222x2a377322,fl,21.0,145234.0,silver,beige,autonation lincoln clearwater,1050.0,1300.0,Tue Jan 20 2015 10:00:00 GMT-0800 (PST)
2014,Maserati,Ghibli,S Q4,Sedan,automatic,zam57rta7e1101060,ca,48.0,1727.0,black,brown,fratelli investment group,63000.0,67000.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2014,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a22ela08411,fl,5.0,7136.0,gray,black,zimmerman auto brokers inc,57500.0,56600.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Porsche,Panamera,4,Sedan,automatic,wp0aa2a7xel006676,ca,39.0,6736.0,black,black,pm worldwide rent a car,74000.0,64500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Porsche,Cayman,S,Coupe,manual,wp0ab2a84ek191402,ca,5.0,5113.0,gray,black,porsche cars north america,59100.0,53000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d42da764005,ca,39.0,32075.0,black,black,high bid trading co inc,49200.0,49750.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE LUX,SUV,automatic,salak2d43da685109,ca,47.0,13950.0,white,gray,jaguar land rover thousand oaks,54400.0,56750.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,GTS,SUV,automatic,wp1ad2a28dla77853,ca,38.0,12293.0,blue,brown,porsche financial services,73000.0,72250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,GTS,SUV,automatic,wp1ad2a26dla71680,ca,41.0,27484.0,white,black,porsche financial services,70000.0,73750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Coupe,automatic,wp0ab2a92ds120965,ca,21.0,11619.0,silver,black,porsche financial services,88000.0,85000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Convertible,automatic,wp0cb2a94ds156780,ca,44.0,19094.0,white,black,high bid trading co inc,86000.0,86000.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Coupe,automatic,wp0ab2a97ds120380,ca,38.0,13851.0,black,black,porsche financial services,81000.0,83750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Coupe,automatic,wp0ab2a91ds121332,ca,48.0,3437.0,white,gray,porsche financial services,92000.0,93250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera,Coupe,automatic,wp0aa2a94ds107587,ca,46.0,11655.0,white,black,porsche financial services,63000.0,73500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Coupe,automatic,wp0ab2a9xds120776,ca,39.0,9071.0,black,beige,porsche financial services,83000.0,82750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Panamera,GTS,Sedan,automatic,wp0af2a78dl075527,ca,45.0,24168.0,brown,brown,porsche financial services,75000.0,72000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera S,Convertible,manual,wp0cb2a90ds155142,ca,43.0,18734.0,blue,blue,porsche financial services,81000.0,80250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Autobiography,SUV,automatic,salsp2e48da785582,ca,49.0,36215.0,black,white,hoehn motors inc,66000.0,66500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp2bg3dh760740,ca,4.0,31436.0,black,black,bank of the west,33600.0,33250.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp1bg2dh729540,fl,42.0,30100.0,gray,tan,dick devoe buick cadillac inc,34700.0,32400.0,Wed Jan 14 2015 07:25:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Luxury,SUV,automatic,salsk2d46da807501,ne,38.0,15513.0,black,tan,american national bank,53300.0,51200.0,Thu Feb 12 2015 04:15:00 GMT-0800 (PST)
2013,Land Rover,LR2,HSE,SUV,automatic,salfr2bgxdh323316,nj,42.0,44096.0,white,tan,paramus ford inc,26200.0,25000.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2013,Porsche,Cayenne,S,SUV,automatic,wp1ab2a2xdla85216,fl,43.0,29688.0,black,black,tdaf remarketing,57600.0,59000.0,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
2013,Porsche,Boxster,S,Convertible,manual,wp0cb2a88ds132148,ca,39.0,23101.0,blue,gray,caseys cars inc,48000.0,47000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,Base,Convertible,manual,wp0ca2a84ds114555,ca,5.0,1824.0,gray,black,caseys cars inc,45500.0,45000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
